97 178
83174.0178778194	110855.615239371	966.0
96922.45089329258	74584.02899786986	306.0
85906.62715934752	92024.07557946107	2378.0
86931.35545807316	97497.28168751368	3251.0
92140.38938922028	97033.45066140755	1619.0
83344.80597829045	111226.68006025598	961.0
102473.05491153801	111319.44626547713	2282.0
95214.57206005148	97497.28168751368	3217.0
100850.57101308172	91467.4783481338	1273.0
102473.05491153801	74027.43176654221	296.0
102473.05491153801	89704.92044893048	2413.0
27493.546901049504	41171.50621148608	131.08265185651533
36654.65416982423	372.9128357514813	0.1963447731151362
96	0	1
0	1	3
3	4	1
5	4	3
3	6	5
5	4	7
7	5	8
9	5	8
5	6	9
10	6	9
11	6	10
9	12	8
9	10	12
1	13	14
1	14	15
15	16	1
17	16	1
1	18	17
18	4	1
18	4	19
19	4	20
20	4	21
7	4	21
21	22	7
7	22	8
12	22	8
22	23	12
23	10	12
23	24	22
24	10	23
22	25	21
22	26	25
24	26	22
10	26	24
10	11	26
26	27	25
28	27	26
28	11	26
11	27	28
21	29	20
21	25	29
29	25	30
31	25	30
25	32	31
32	27	25
32	33	31
33	27	32
33	34	31
34	27	33
20	35	29
30	35	29
31	35	30
36	35	31
34	36	31
36	27	34
27	35	36
19	18	17
37	17	19
37	38	19
39	38	19
20	19	39
39	35	20
39	38	35
35	38	40
40	35	41
42	35	41
43	38	37
43	38	44
44	38	40
17	16	45
37	17	45
45	16	46
45	46	47
37	45	47
37	43	47
48	43	47
43	44	48
44	40	48
40	49	48
40	41	49
15	16	46
50	14	15
50	15	51
46	15	51
51	46	47
47	51	48
50	14	52
52	50	53
51	50	53
53	54	51
55	54	51
55	51	48
55	56	48
57	56	48
57	49	48
58	49	57
49	41	58
56	41	57
58	41	57
41	42	56
56	42	55
59	54	55
55	42	59
60	42	59
61	42	60
14	13	62
62	14	63
63	14	52
64	13	62
64	62	65
63	62	65
65	63	52
65	66	52
53	66	52
53	66	67
67	54	53
67	59	54
59	68	67
68	60	59
68	61	60
65	64	69
69	65	70
70	66	65
70	71	66
71	66	67
72	71	67
67	73	72
73	68	67
74	68	73
75	68	74
76	68	75
68	77	76
77	61	68
78	77	76
78	77	79
77	80	79
76	78	75
75	78	74
79	78	74
74	79	73
73	79	72
72	70	71
70	81	69
72	81	70
72	81	82
82	79	72
82	79	83
84	79	83
79	80	84
85	64	13
85	64	86
69	64	86
86	81	69
87	81	86
87	81	82
82	87	83
87	88	83
83	88	84
84	88	89
89	80	84
90	80	89
91	88	89
90	91	89
86	92	85
88	92	86
88	86	87
91	92	88
90	92	91
85	93	13
93	94	85
94	92	85
90	94	92
2	93	13
2	13	1
95	1	2
95	2	0
96	1	2
96	2	0
